Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem
fig|362418.15.peg.3158	CDS	NZ_JPRL01000001	3501797	3501459	-2	-	339	hypothetical protein	- none -
fig|362418.15.peg.3159	CDS	NZ_JPRL01000001	3507830	3502140	-2	-	5691	Large extracellular alpha-helical protein	- none -
fig|362418.15.peg.3160	CDS	NZ_JPRL01000001	3508417	3507974	-1	-	444	tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)	- none -
fig|362418.15.peg.3161	CDS	NZ_JPRL01000001	3508478	3509308	2	+	831	hypothetical protein	- none -
fig|362418.15.peg.3162	CDS	NZ_JPRL01000001	3509305	3510150	1	+	846	hypothetical protein	- none -
fig|362418.15.peg.3163	CDS	NZ_JPRL01000001	3510147	3511079	3	+	933	hypothetical protein	- none -
fig|362418.15.peg.3164	CDS	NZ_JPRL01000001	3511079	3512017	2	+	939	hypothetical protein	- none -
fig|362418.15.peg.3165	CDS	NZ_JPRL01000001	3512028	3512888	3	+	861	putative TonB-dependent receptor	- none -
fig|362418.15.peg.3166	CDS	NZ_JPRL01000001	3512942	3514729	2	+	1788	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	Isoprenoid Biosynthesis; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Thiamin biosynthesis
fig|362418.15.peg.3167	CDS	NZ_JPRL01000001	3514764	3515765	3	+	1002	hypothetical protein	- none -
fig|362418.15.peg.3168	CDS	NZ_JPRL01000001	3517112	3515766	-2	-	1347	dNTP triphosphohydrolase, broad substrate specificity, subgroup 3	Purine conversions; <br>dNTP triphosphohydrolase protein family
fig|362418.15.peg.3169	CDS	NZ_JPRL01000001	3517659	3517183	-3	-	477	RDD domain containing protein	- none -
fig|362418.15.peg.3170	CDS	NZ_JPRL01000001	3518639	3518067	-2	-	573	hypothetical protein	- none -
fig|362418.15.peg.3171	CDS	NZ_JPRL01000001	3519422	3518844	-2	-	579	hypothetical protein	- none -
fig|362418.15.peg.3172	CDS	NZ_JPRL01000001	3519570	3520466	3	+	897	Gliding motility-associated ABC transporter ATP-binding protein GldA	- none -
fig|362418.15.peg.3173	CDS	NZ_JPRL01000001	3522214	3520805	-1	-	1410	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	Aromatic amino acid degradation; <br>Auxin biosynthesis
fig|362418.15.peg.3174	CDS	NZ_JPRL01000001	3525352	3522284	-1	-	3069	hypothetical protein	- none -
fig|362418.15.peg.3175	CDS	NZ_JPRL01000001	3526709	3525486	-2	-	1224	proton/glutamate symporter family protein, putative	- none -
fig|362418.15.peg.3176	CDS	NZ_JPRL01000001	3527566	3526913	-1	-	654	SAM-dependent methyltransferase	- none -
fig|362418.15.peg.3177	CDS	NZ_JPRL01000001	3528723	3527767	-3	-	957	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	5-FCL-like protein; <br>Methionine Biosynthesis; <br>One-carbon metabolism by tetrahydropterines
fig|362418.15.peg.3178	CDS	NZ_JPRL01000001	3531480	3528805	-3	-	2676	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), C-terminal domain	- none -
fig|362418.15.peg.3179	CDS	NZ_JPRL01000001	3532318	3531809	-1	-	510	hypothetical protein	- none -
fig|362418.15.peg.3180	CDS	NZ_JPRL01000001	3533338	3532334	-1	-	1005	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), N-terminal domain	- none -
fig|362418.15.peg.3181	CDS	NZ_JPRL01000001	3534071	3533934	-2	-	138	hypothetical protein	- none -
fig|362418.15.peg.3182	CDS	NZ_JPRL01000001	3535284	3534232	-3	-	1053	Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin-disulfide reductase; <br>pyrimidine conversions
fig|362418.15.peg.3183	CDS	NZ_JPRL01000001	3536074	3535490	-1	-	585	Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	Heme and Siroheme Biosynthesis
fig|362418.15.peg.3184	CDS	NZ_JPRL01000001	3536889	3536116	-3	-	774	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Heme and Siroheme Biosynthesis
fig|362418.15.peg.3185	CDS	NZ_JPRL01000001	3538972	3536882	-1	-	2091	Ferredoxin--sulfite reductase (EC 1.8.7.1)	- none -
fig|362418.15.peg.3186	CDS	NZ_JPRL01000001	3540381	3539137	-3	-	1245	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	Cysteine Biosynthesis
fig|362418.15.peg.3187	CDS	NZ_JPRL01000001	3541397	3540498	-2	-	900	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	Cysteine Biosynthesis
fig|362418.15.peg.3188	CDS	NZ_JPRL01000001	3542260	3541550	-1	-	711	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	- none -
fig|362418.15.peg.3189	CDS	NZ_JPRL01000001	3543173	3542286	-2	-	888	putative membrane protein	- none -
fig|362418.15.peg.3190	CDS	NZ_JPRL01000001	3543488	3544270	2	+	783	putative membrane protein	- none -
fig|362418.15.peg.3191	CDS	NZ_JPRL01000001	3544759	3544349	-1	-	411	Predicted transcriptional regulator of sulfate transport, Rrf2 family	Rrf2 family transcriptional regulators
fig|362418.15.peg.3192	CDS	NZ_JPRL01000001	3544930	3544805	-1	-	126	hypothetical protein	- none -
fig|362418.15.peg.3193	CDS	NZ_JPRL01000001	3545479	3544973	-1	-	507	hypothetical protein	- none -
fig|362418.15.peg.3194	CDS	NZ_JPRL01000001	3546087	3545572	-3	-	516	hypothetical protein	- none -
fig|362418.15.peg.3195	CDS	NZ_JPRL01000001	3547328	3546156	-2	-	1173	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	Methionine Biosynthesis; <br>Methionine Biosynthesis
fig|362418.15.peg.3196	CDS	NZ_JPRL01000001	3547908	3547483	-3	-	426	OsmC/Ohr family protein	- none -
fig|362418.15.peg.3197	CDS	NZ_JPRL01000001	3548502	3547954	-3	-	549	hypothetical protein	- none -
fig|362418.15.peg.3198	CDS	NZ_JPRL01000001	3549154	3548597	-1	-	558	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	ABC transporter oligopeptide (TC 3.A.1.5.1)
fig|362418.15.peg.3199	CDS	NZ_JPRL01000001	3551640	3549226	-3	-	2415	Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis; <br>Threonine and Homoserine Biosynthesis
fig|362418.15.peg.3200	CDS	NZ_JPRL01000001	3552625	3551642	-1	-	984	Homoserine O-acetyltransferase (EC 2.3.1.31)	Methionine Biosynthesis
fig|362418.15.peg.3201	CDS	NZ_JPRL01000001	3553207	3553004	-1	-	204	hypothetical protein	- none -
fig|362418.15.peg.3202	CDS	NZ_JPRL01000001	3554900	3553812	-2	-	1089	Homoserine dehydrogenase (EC 1.1.1.3)	Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis
fig|362418.15.peg.3203	CDS	NZ_JPRL01000001	3556422	3555118	-3	-	1305	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	Methionine Biosynthesis; <br>Methionine Biosynthesis
fig|362418.15.peg.3204	CDS	NZ_JPRL01000001	3556691	3556503	-2	-	189	hypothetical protein	- none -
fig|362418.15.peg.3205	CDS	NZ_JPRL01000001	3557296	3557168	-1	-	129	hypothetical protein	- none -
fig|362418.15.peg.3206	CDS	NZ_JPRL01000001	3557589	3558839	3	+	1251	S-adenosylmethionine synthetase (EC 2.5.1.6)	Methionine Biosynthesis; <br>Methionine Degradation
fig|362418.15.peg.3207	CDS	NZ_JPRL01000001	3560638	3559172	-1	-	1467	Aminopeptidase	- none -
fig|362418.15.peg.3208	CDS	NZ_JPRL01000001	3560809	3562578	1	+	1770	putative membrane protein	- none -
fig|362418.15.peg.3209	CDS	NZ_JPRL01000001	3564888	3562639	-3	-	2250	hypothetical protein	- none -
fig|362418.15.peg.3210	CDS	NZ_JPRL01000001	3567669	3564982	-3	-	2688	hypothetical protein	- none -
fig|362418.15.peg.3211	CDS	NZ_JPRL01000001	3568606	3567695	-1	-	912	hypothetical protein	- none -
fig|362418.15.peg.3212	CDS	NZ_JPRL01000001	3568842	3569657	3	+	816	hypothetical protein	- none -
fig|362418.15.peg.3213	CDS	NZ_JPRL01000001	3569657	3570271	2	+	615	Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)	Purine conversions; <br>Purine conversions
fig|362418.15.peg.3214	CDS	NZ_JPRL01000001	3572978	3570546	-2	-	2433	Pyrophosphate-energized proton pump (EC 3.6.1.1)	Phosphate metabolism
fig|362418.15.peg.3215	CDS	NZ_JPRL01000001	3573622	3573092	-1	-	531	Inorganic pyrophosphatase (EC 3.6.1.1)	Phosphate metabolism
fig|362418.15.peg.3216	CDS	NZ_JPRL01000001	3574332	3573733	-3	-	600	HhH-GPD base excision DNA repair family protein; Probable 3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	- none -
fig|362418.15.peg.3217	CDS	NZ_JPRL01000001	3574489	3574349	-1	-	141	hypothetical protein	- none -
fig|362418.15.peg.3218	CDS	NZ_JPRL01000001	3577054	3574553	-1	-	2502	hypothetical protein	- none -
fig|362418.15.peg.3219	CDS	NZ_JPRL01000001	3578098	3577121	-1	-	978	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
fig|362418.15.peg.3220	CDS	NZ_JPRL01000001	3578590	3579336	1	+	747	Electron transfer flavoprotein, beta subunit	Acetyl-CoA fermentation to Butyrate
fig|362418.15.peg.3221	CDS	NZ_JPRL01000001	3579412	3580380	1	+	969	Electron transfer flavoprotein, alpha subunit	Acetyl-CoA fermentation to Butyrate
fig|362418.15.peg.3222	CDS	NZ_JPRL01000001	3580523	3581167	2	+	645	hypothetical protein	- none -
fig|362418.15.peg.3223	CDS	NZ_JPRL01000001	3581244	3582095	3	+	852	Thymidylate synthase (EC 2.1.1.45)	Folate Biosynthesis; <br>pyrimidine conversions
fig|362418.15.peg.3224	CDS	NZ_JPRL01000001	3582427	3582131	-1	-	297	1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	- none -
fig|362418.15.peg.3225	CDS	NZ_JPRL01000001	3582509	3582640	2	+	132	hypothetical protein	- none -
fig|362418.15.peg.3226	CDS	NZ_JPRL01000001	3582664	3583008	1	+	345	2TM domain (pfam13239)	- none -
fig|362418.15.peg.3227	CDS	NZ_JPRL01000001	3583021	3583503	1	+	483	Dihydrofolate reductase (EC 1.5.1.3)	5-FCL-like protein; <br>Folate Biosynthesis
fig|362418.15.peg.3228	CDS	NZ_JPRL01000001	3584089	3584820	1	+	732	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	- none -
fig|362418.15.peg.3229	CDS	NZ_JPRL01000001	3584822	3585535	2	+	714	PorT protein	- none -
fig|362418.15.peg.3230	CDS	NZ_JPRL01000001	3586273	3585545	-1	-	729	RNA methyltransferase, TrmH family	- none -
fig|362418.15.peg.3231	CDS	NZ_JPRL01000001	3586312	3588870	1	+	2559	hypothetical protein	- none -
fig|362418.15.peg.3232	CDS	NZ_JPRL01000001	3588931	3589998	1	+	1068	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	- none -
fig|362418.15.peg.3233	CDS	NZ_JPRL01000001	3590066	3590920	2	+	855	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	Fatty Acid Biosynthesis FASII
fig|362418.15.peg.3234	CDS	NZ_JPRL01000001	3591003	3591617	3	+	615	hypothetical protein	- none -
fig|362418.15.peg.3235	CDS	NZ_JPRL01000001	3592964	3591717	-2	-	1248	ABC-type antimicrobial peptide transport system, permease component	- none -
fig|362418.15.peg.3236	CDS	NZ_JPRL01000001	3593102	3594655	2	+	1554	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	5-FCL-like protein; <br>De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis
fig|362418.15.peg.3237	CDS	NZ_JPRL01000001	3594712	3595740	1	+	1029	Rod shape-determining protein MreB	Bacterial cell division cluster
fig|362418.15.peg.3238	CDS	NZ_JPRL01000001	3595853	3596677	2	+	825	Rod shape-determining protein MreC	Bacterial cell division cluster; <br>CBSS-354.1.peg.2917
fig|362418.15.peg.3239	CDS	NZ_JPRL01000001	3596670	3597176	3	+	507	Rod shape-determining protein MreD	Bacterial cell division cluster; <br>CBSS-354.1.peg.2917
fig|362418.15.peg.3240	CDS	NZ_JPRL01000001	3597173	3599137	2	+	1965	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)	- none -
fig|362418.15.peg.3241	CDS	NZ_JPRL01000001	3599153	3600388	2	+	1236	Rod shape-determining protein RodA	Bacterial cell division cluster
fig|362418.15.peg.3242	CDS	NZ_JPRL01000001	3601303	3600623	-1	-	681	DedA protein	DedA family of inner membrane proteins; <br>Uptake of selenate and selenite
fig|362418.15.peg.3243	CDS	NZ_JPRL01000001	3601771	3601430	-1	-	342	hypothetical protein	- none -
fig|362418.15.peg.3244	CDS	NZ_JPRL01000001	3603809	3601803	-2	-	2007	TonB-dependent outer membrane receptor	- none -
fig|362418.15.peg.3245	CDS	NZ_JPRL01000001	3604348	3603914	-1	-	435	hypothetical protein	- none -
fig|362418.15.peg.3246	CDS	NZ_JPRL01000001	3604806	3604360	-3	-	447	hypothetical protein	- none -
fig|362418.15.peg.3247	CDS	NZ_JPRL01000001	3605332	3604796	-1	-	537	hypothetical protein	- none -
fig|362418.15.peg.3248	CDS	NZ_JPRL01000001	3605404	3605859	1	+	456	GAF domain-containing proteins	- none -
fig|362418.15.peg.3249	CDS	NZ_JPRL01000001	3605877	3606572	3	+	696	hypothetical protein	- none -
fig|362418.15.peg.3250	CDS	NZ_JPRL01000001	3606752	3607018	2	+	267	SSU ribosomal protein S15p (S13e)	Ribosome SSU bacterial
fig|362418.15.peg.3251	CDS	NZ_JPRL01000001	3607043	3607228	2	+	186	hypothetical protein	- none -
fig|362418.15.peg.3252	CDS	NZ_JPRL01000001	3607261	3609396	1	+	2136	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	- none -
fig|362418.15.peg.3253	CDS	NZ_JPRL01000001	3610165	3609512	-1	-	654	hypothetical protein	- none -
fig|362418.15.peg.3254	CDS	NZ_JPRL01000001	3611276	3610206	-2	-	1071	Linoleoyl-CoA desaturase (EC 1.14.19.3)	- none -
fig|362418.15.peg.3255	CDS	NZ_JPRL01000001	3611398	3612360	1	+	963	hypothetical protein	- none -
fig|362418.15.peg.3256	CDS	NZ_JPRL01000001	3612474	3613238	3	+	765	hypothetical protein	- none -
fig|362418.15.peg.3257	CDS	NZ_JPRL01000001	3613249	3615996	1	+	2748	TonB-dependent receptor	Ton and Tol transport systems
fig|362418.15.peg.3258	CDS	NZ_JPRL01000001	3616002	3617180	3	+	1179	hypothetical protein	- none -
fig|362418.15.peg.3259	CDS	NZ_JPRL01000001	3617168	3618895	2	+	1728	hypothetical protein	- none -
fig|362418.15.peg.3260	CDS	NZ_JPRL01000001	3619039	3619902	1	+	864	RNA polymerase sigma factor RpoD	Transcription initiation, bacterial sigma factors
fig|362418.15.peg.3261	CDS	NZ_JPRL01000001	3620268	3620930	3	+	663	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Pentose phosphate pathway; <br>Riboflavin synthesis cluster
fig|362418.15.peg.3262	CDS	NZ_JPRL01000001	3621692	3620907	-2	-	786	DNA/RNA non-specific endonuclease	- none -
fig|362418.15.peg.3263	CDS	NZ_JPRL01000001	3623970	3621787	-3	-	2184	Tail-specific protease precursor (EC 3.4.21.102)	- none -
fig|362418.15.peg.3264	CDS	NZ_JPRL01000001	3624174	3624953	3	+	780	5&#39;-nucleotidase SurE (EC 3.1.3.5)	- none -
fig|362418.15.peg.3265	CDS	NZ_JPRL01000001	3624946	3625218	1	+	273	hypothetical protein	- none -
fig|362418.15.peg.3266	CDS	NZ_JPRL01000001	3625284	3626405	3	+	1122	Lipid-A-disaccharide synthase (EC 2.4.1.182)	- none -
fig|362418.15.peg.3267	CDS	NZ_JPRL01000001	3626414	3626899	2	+	486	Probable lipoprotein NlpC	- none -
fig|362418.15.peg.3268	CDS	NZ_JPRL01000001	3626950	3628980	1	+	2031	DNA internalization-related competence protein ComEC/Rec2	- none -
fig|362418.15.peg.3269	CDS	NZ_JPRL01000001	3629437	3628988	-1	-	450	hypothetical protein	- none -
fig|362418.15.peg.3270	CDS	NZ_JPRL01000001	3630206	3629706	-2	-	501	hypothetical protein	- none -
fig|362418.15.peg.3271	CDS	NZ_JPRL01000001	3630857	3630390	-2	-	468	Thioredoxin Disulfide Isomerase	- none -
fig|362418.15.peg.3272	CDS	NZ_JPRL01000001	3632394	3630910	-3	-	1485	Di-tripeptide/cation symporter	- none -
fig|362418.15.peg.3273	CDS	NZ_JPRL01000001	3634070	3632394	-2	-	1677	Di-tripeptide/cation symporter	- none -
fig|362418.15.peg.3274	CDS	NZ_JPRL01000001	3636278	3634107	-2	-	2172	Dipeptidyl peptidase IV	- none -
fig|362418.15.peg.3275	CDS	NZ_JPRL01000001	3636461	3637774	2	+	1314	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Isoprenoid Biosynthesis; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Mevalonate Branch of Isoprenoid Biosynthesis
fig|362418.15.peg.3276	CDS	NZ_JPRL01000001	3637852	3638760	1	+	909	Mevalonate kinase (EC 2.7.1.36)	Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis
fig|362418.15.peg.3277	CDS	NZ_JPRL01000001	3639239	3638784	-2	-	456	hypothetical protein	- none -
fig|362418.15.peg.3278	CDS	NZ_JPRL01000001	3641619	3639520	-3	-	2100	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	- none -
fig|362418.15.peg.3279	CDS	NZ_JPRL01000001	3642987	3641728	-3	-	1260	Hemolysins and related proteins containing CBS domains	- none -
fig|362418.15.peg.3280	CDS	NZ_JPRL01000001	3643184	3642990	-2	-	195	Uncharacterized protein Celly_0798	- none -
fig|362418.15.peg.3281	CDS	NZ_JPRL01000001	3643756	3643205	-1	-	552	Lipopolysaccharide export system protein LptC	- none -
fig|362418.15.peg.3282	CDS	NZ_JPRL01000001	3645043	3643808	-1	-	1236	Putative outer membrane protein	- none -
fig|362418.15.peg.3283	CDS	NZ_JPRL01000001	3645869	3645036	-2	-	834	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster
fig|362418.15.peg.3284	CDS	NZ_JPRL01000001	3646817	3648313	2	+	1497	Uncharacterized MFS-type transporter	- none -
fig|362418.15.peg.3285	CDS	NZ_JPRL01000001	3648324	3648551	3	+	228	hypothetical protein	- none -
fig|362418.15.peg.3286	CDS	NZ_JPRL01000001	3649458	3648643	-3	-	816	hypothetical protein	- none -
fig|362418.15.peg.3287	CDS	NZ_JPRL01000001	3651104	3649476	-2	-	1629	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -
fig|362418.15.peg.3288	CDS	NZ_JPRL01000001	3654117	3651142	-3	-	2976	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -
fig|362418.15.peg.3289	CDS	NZ_JPRL01000001	3654353	3655384	2	+	1032	Transcriptional regulator, LacI/PurR family	- none -
fig|362418.15.peg.3290	CDS	NZ_JPRL01000001	3655561	3656916	1	+	1356	Predicted maltose transporter MalT	- none -
fig|362418.15.peg.3291	CDS	NZ_JPRL01000001	3656933	3657586	2	+	654	Beta-phosphoglucomutase (EC 5.4.2.6)	- none -
fig|362418.15.peg.3292	CDS	NZ_JPRL01000001	3657781	3660084	1	+	2304	Maltose phosphorylase (EC 2.4.1.8)	- none -
fig|362418.15.peg.3293	CDS	NZ_JPRL01000001	3660310	3662424	1	+	2115	Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)	- none -
fig|362418.15.peg.3294	CDS	NZ_JPRL01000001	3662547	3663242	3	+	696	hypothetical protein	- none -
fig|362418.15.peg.3295	CDS	NZ_JPRL01000001	3663282	3664106	3	+	825	hypothetical protein	- none -
fig|362418.15.peg.3296	CDS	NZ_JPRL01000001	3664190	3666034	2	+	1845	Neopullulanase (EC 3.2.1.135)	- none -
fig|362418.15.peg.3297	CDS	NZ_JPRL01000001	3666317	3667906	2	+	1590	Periplasmic alpha-amylase (EC 3.2.1.1)	- none -
fig|362418.15.peg.3298	CDS	NZ_JPRL01000001	3668110	3668787	1	+	678	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	- none -
fig|362418.15.peg.3299	CDS	NZ_JPRL01000001	3669031	3670239	1	+	1209	FIG00648790: hypothetical protein	- none -
fig|362418.15.peg.3300	CDS	NZ_JPRL01000001	3670246	3670893	1	+	648	Phosphoglycolate phosphatase (EC 3.1.3.18)	2-phosphoglycolate salvage; <br>Glycolate, glyoxylate interconversions
fig|362418.15.peg.3301	CDS	NZ_JPRL01000001	3670989	3672059	3	+	1071	hypothetical protein	- none -
fig|362418.15.peg.3302	CDS	NZ_JPRL01000001	3672112	3673479	1	+	1368	S-layer protein	- none -
fig|362418.15.peg.3303	CDS	NZ_JPRL01000001	3673742	3674464	2	+	723	hypothetical protein	- none -
fig|362418.15.peg.3304	CDS	NZ_JPRL01000001	3675015	3674539	-3	-	477	Benzodiazepine receptor TspO	- none -
fig|362418.15.peg.3305	CDS	NZ_JPRL01000001	3675160	3676242	1	+	1083	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis
fig|362418.15.peg.3306	CDS	NZ_JPRL01000001	3676273	3676491	1	+	219	hypothetical protein	- none -
fig|362418.15.peg.3307	CDS	NZ_JPRL01000001	3676491	3676802	3	+	312	hypothetical protein	- none -
fig|362418.15.peg.3308	CDS	NZ_JPRL01000001	3676799	3677737	2	+	939	Phosphomevalonate kinase (EC 2.7.4.2)	Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis
fig|362418.15.peg.3309	CDS	NZ_JPRL01000001	3677815	3678405	1	+	591	Uncharacterized membrane-anchored protein	- none -
fig|362418.15.peg.3310	CDS	NZ_JPRL01000001	3678468	3679424	3	+	957	Similar to (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase	- none -
fig|362418.15.peg.3311	CDS	NZ_JPRL01000001	3679665	3680573	3	+	909	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)	- none -
fig|362418.15.peg.3312	CDS	NZ_JPRL01000001	3681238	3680636	-1	-	603	hypothetical protein	- none -
fig|362418.15.peg.3313	CDS	NZ_JPRL01000001	3682018	3681518	-1	-	501	probable membrane protein NMA1128	- none -
fig|362418.15.peg.3314	CDS	NZ_JPRL01000001	3682063	3682446	1	+	384	hypothetical protein	- none -
fig|362418.15.peg.3315	CDS	NZ_JPRL01000001	3682492	3682977	1	+	486	hypothetical protein	- none -
fig|362418.15.peg.3316	CDS	NZ_JPRL01000001	3684092	3682989	-2	-	1104	N-acetylglucosaminyltransferase (EC 2.4.1.-)	- none -
fig|362418.15.peg.3317	CDS	NZ_JPRL01000001	3685033	3684089	-1	-	945	hypothetical protein	- none -
fig|362418.15.peg.3318	CDS	NZ_JPRL01000001	3685087	3685650	1	+	564	hypothetical protein	- none -
fig|362418.15.peg.3319	CDS	NZ_JPRL01000001	3685677	3686231	3	+	555	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	- none -
