Function,Subsystem,NCBI GI,locus,System,Category
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
Short-chain dehydrogenase,- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),- none -, , ,none,none
Protein translocase subunit SecA,Protein transport, , ,Protein transport,Membrane Transport
tRNA (guanosine(18)-2&#39;-O)-methyltransferase (EC 2.1.1.34),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Adenylylsulfate kinase (EC 2.7.1.25),Cysteine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
NAD-dependent protein deacetylase of SIR2 family,"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2),De Novo Purine Biosynthesis; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
POTASSIUM/PROTON ANTIPORTER ROSB,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Alkyl hydroperoxide reductase subunit C-like protein,Oxidative stress; <br>Thioredoxin-disulfide reductase, , ,Oxidative stress; Sulfur Metabolism - no subcategory,Stress Response; Sulfur Metabolism
Fosmidomycin resistance protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Auxin efflux carrier family protein,- none -, , ,none,none
"Rrf2 family transcriptional regulator, group III",none, , ,RNA processing and modification; Transcription,RNA Metabolism
Rrf2-linked NADH-flavin reductase,- none -, , ,none,none
putative periplasmic protein kinase ArgK and related GTPases of G3E family,G3E family of P-loop GTPases (metallocenter biosynthesis), , ,Protein processing and modification,Protein Metabolism
Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20),- none -, , ,none,none
"Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM, homolog",- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Methylamine utilization protein mauG,- none -, , ,none,none
SclB protein,- none -, , ,none,none
Bll6474 protein,- none -, , ,none,none
"L,D-transpeptidase",Protein degradation, , ,Protein degradation,Protein Metabolism
"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)",<br>Type I Restriction-Modification; Restriction-Modification System; Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, specificity subunit S",Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",Restriction-Modification System; <br>Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",Restriction-Modification System; <br>Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"RNA methyltransferase, TrmH family",RNA methylation, , ,RNA processing and modification,RNA Metabolism
GNAT family acetyltransferase,- none -, , ,none,none
Uncharacterized ankyrin-repeat-containing protein Fjoh_4067,- none -, , ,none,none
Uncharacterized protein Fjoh_4068,- none -, , ,none,none
"Uncharacterized transmembrane, FAD-binding oxidoreductase Fjoh_4069",- none -, , ,none,none
"FAD:protein FMN transferase (EC 2.7.1.180) @ FAD:protein FMN transferase (EC 2.7.1.180), Fjoh_4069-associated",- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Abortive infection protein,- none -, , ,none,none
Membrane-bound metal-dependent hydrolase,- none -, , ,none,none
Hyaluronan synthase (EC 2.4.1.212),Streptococcal Hyaluronic Acid Capsule, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Thiol:disulfide interchange protein,- none -, , ,none,none
probable membrane protein STY1534,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Ferrichrome-iron receptor,- none -, , ,none,none
Malate:quinone oxidoreductase (EC 1.1.5.4),- none -, , ,none,none
N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
"Uncharacterized NAD(P)H oxidoreductase, YdeQ/YrkL/YwrO family",- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
"Acetyltransferase, GNAT family",- none -, , ,none,none
Urease gamma subunit (EC 3.5.1.5),G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Urea decomposition; <br>Urease subunits, , ,"Arginine; Arginine; urea cycle, polyamines; Protein processing and modification; urea cycle, polyamines",Amino Acids and Derivatives; Protein Metabolism
Urease beta subunit (EC 3.5.1.5),G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Urea decomposition; <br>Urease subunits, , ,"Arginine; Arginine; urea cycle, polyamines; Protein processing and modification; urea cycle, polyamines",Amino Acids and Derivatives; Protein Metabolism
Urease alpha subunit (EC 3.5.1.5),G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Urea decomposition; <br>Urease subunits, , ,"Arginine; Arginine; urea cycle, polyamines; Protein processing and modification; urea cycle, polyamines",Amino Acids and Derivatives; Protein Metabolism
Urease accessory protein UreE,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Urea decomposition; <br>Urease subunits, , ,"Arginine; Arginine; urea cycle, polyamines; Protein processing and modification; urea cycle, polyamines",Amino Acids and Derivatives; Protein Metabolism
Urease accessory protein UreF,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Urea decomposition; <br>Urease subunits, , ,"Arginine; Arginine; urea cycle, polyamines; Protein processing and modification; urea cycle, polyamines",Amino Acids and Derivatives; Protein Metabolism
Urease accessory protein UreG,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Urea decomposition; <br>Urease subunits, , ,"Arginine; Arginine; urea cycle, polyamines; Protein processing and modification; urea cycle, polyamines",Amino Acids and Derivatives; Protein Metabolism
Urease accessory protein UreD,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Urea decomposition; <br>Urease subunits, , ,"Arginine; Arginine; urea cycle, polyamines; Protein processing and modification; urea cycle, polyamines",Amino Acids and Derivatives; Protein Metabolism
Eukaryotic-type low-affinity urea transporter,Urea decomposition; none, , ,"Arginine; Membrane Transport - no subcategory; urea cycle, polyamines",Amino Acids and Derivatives; Membrane Transport
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Integral membrane protein,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Putative PRS2 protein,- none -, , ,none,none
RIKEN cDNA 2310076O21 gene,- none -, , ,none,none
FIG01423360: glycoside hydrolase,- none -, , ,none,none
Regulatory protein SusR,- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
Membrane protein,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
Short-chain dehydrogenase/reductase SDR?,- none -, , ,none,none
Acyl-CoA dehydrogenase,- none -, , ,none,none
4-hydroxybenzoyl-CoA thioesterase family active site,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
"DNA-binding transcriptional regulator, MocR family / aminotransferase domain",none, , ,RNA processing and modification,RNA Metabolism
Uncharacterized inner membrane protein RarD,- none -, , ,none,none
"3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9), FadA2",Biotin biosynthesis; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation, , ,Biotin; Branched-chain amino acids; Fatty acids,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
2-hydroxychromene-2-carboxylate isomerase/DsbA-like thioredoxin domain,- none -, , ,none,none
FMN oxidoreductase,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
putative ATPase,- none -, , ,none,none
Pyridoxal phosphate-containing protein YggS,- none -, , ,none,none
"Transcription regulator of multidrug efflux pump operon, TetR (AcrR) family",none, , ,RNA processing and modification,RNA Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Putative monooxygenase,- none -, , ,none,none
L-aspartate oxidase (EC 1.4.3.16),Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global, , ,Invasion and intracellular resistance; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Virulence, Disease and Defense"
Quinolinate synthetase (EC 2.5.1.72),Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global, , ,Invasion and intracellular resistance; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Virulence, Disease and Defense"
"phosphodiesterase, MJ0936 family subfamily( EC:3.1.- )",- none -, , ,none,none
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
probable beta-D-galactosidase,Galactosylceramide and Sulfatide metabolism, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Hexuronate transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17),- none -, , ,none,none
2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125),- none -, , ,none,none
Uronate isomerase (EC 5.3.1.12),- none -, , ,none,none
2-dehydro-3-deoxygluconokinase (EC 2.7.1.45),- none -, , ,none,none
4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),- none -, , ,none,none
Altronate oxidoreductase (EC 1.1.1.58),- none -, , ,none,none
Altronate dehydratase (EC 4.2.1.7),- none -, , ,none,none
Hexuronate utilization operon transcriptional repressor ExuR,- none -, , ,none,none
Polygalacturonase (EC 3.2.1.15),- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Pectinesterase (EC 3.1.1.11),- none -, , ,none,none
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
rhamnogalacturonan acetylesterase,- none -, , ,none,none
rhamnogalacturonan acetylesterase,- none -, , ,none,none
Polygalacturonase (EC 3.2.1.15),- none -, , ,none,none
rhamnogalacturonan acetylesterase,- none -, , ,none,none
Nodulin-related protein CC_0717,- none -, , ,none,none
Small heat shock protein,none, , ,Heat shock,Stress Response
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Efflux ABC transporter, permease/ATP-binding protein CHU_2049",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Galactokinase (EC 2.7.1.6),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10),Lactose and Galactose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
